id,ativo,usado,data_ativacao,data_entrada;;id;ativo;usado;data ativação;data entrada;;;;;;bilhetes não usados;
"EVT-RTQIRZS5,TRUE,TRUE,""14/05/2026, 17:29:24"",""17/05/2026, 13:54:18""";;EVT-RTQIRZS5;TRUE,;TRUE,;14/05/2026, 17:29:24;17/05/2026, 13:54:18;13;18;23;46;;;0
"EVT-RVJZXG7R,TRUE,TRUE,""15/05/2026, 12:15:59"",""17/05/2026, 12:41:50""";;EVT-RVJZXG7R;TRUE,;TRUE,;15/05/2026, 12:15:59;17/05/2026, 12:41:50;13;18;23;46;;;0
EVT-RVP9B7BA,FALSE,FALSE,,;;EVT-RVP9B7BA;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-RW2QSDEJ,TRUE,TRUE,""14/05/2026, 17:52:18"",""16/05/2026, 14:23:53""";;EVT-RW2QSDEJ;TRUE,;TRUE,;14/05/2026, 17:52:18;16/05/2026, 14:23:53;13;18;23;46;;;0
"EVT-RWCHN3YM,TRUE,TRUE,""15/05/2026, 12:16:28"",""15/05/2026, 14:59:46""";;EVT-RWCHN3YM;TRUE,;TRUE,;15/05/2026, 12:16:28;15/05/2026, 14:59:46;13;18;23;46;;;0
EVT-RWJGQCIL,FALSE,FALSE,,;;EVT-RWJGQCIL;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-RYGB8C2V,FALSE,FALSE,,;;EVT-RYGB8C2V;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-RZ2CLRKY,FALSE,FALSE,,;;EVT-RZ2CLRKY;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-S13JLKIZ,TRUE,TRUE,""14/05/2026, 17:48:16"",""16/05/2026, 20:04:23""";;EVT-S13JLKIZ;TRUE,;TRUE,;14/05/2026, 17:48:16;16/05/2026, 20:04:23;13;18;23;46;;;0
EVT-S1EJCE2Q,FALSE,FALSE,,;;EVT-S1EJCE2Q;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-S3I65B70,TRUE,FALSE,""14/05/2026, 17:29:50"",";;EVT-S3I65B70;TRUE,;FALSE,;14/05/2026, 17:29:50;;13;18;24;47;;EVT-S3I65B70;0
"EVT-SEOB4WH8,TRUE,TRUE,""14/05/2026, 17:32:29"",""15/05/2026, 21:10:19""";;EVT-SEOB4WH8;TRUE,;TRUE,;14/05/2026, 17:32:29;15/05/2026, 21:10:19;13;18;23;46;;;0
"EVT-SFIQ4W73,TRUE,TRUE,""14/05/2026, 17:42:39"",""15/05/2026, 13:25:05""";;EVT-SFIQ4W73;TRUE,;TRUE,;14/05/2026, 17:42:39;15/05/2026, 13:25:05;13;18;23;46;;;0
"EVT-SLJBFV2S,TRUE,TRUE,""16/05/2026, 12:21:16"",""16/05/2026, 13:29:42""";;EVT-SLJBFV2S;TRUE,;TRUE,;16/05/2026, 12:21:16;16/05/2026, 13:29:42;13;18;23;46;;;0
EVT-SME8ALK9,FALSE,FALSE,,;;EVT-SME8ALK9;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-SSJ09X4H,FALSE,FALSE,,;;EVT-SSJ09X4H;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-SV0IS1XS,FALSE,FALSE,,;;EVT-SV0IS1XS;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-SVBCW6PT,TRUE,TRUE,""14/05/2026, 17:50:41"",""16/05/2026, 20:04:40""";;EVT-SVBCW6PT;TRUE,;TRUE,;14/05/2026, 17:50:41;16/05/2026, 20:04:40;13;18;23;46;;;0
EVT-SX7K8KVW,FALSE,FALSE,,;;EVT-SX7K8KVW;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-SYA9QNPF,TRUE,TRUE,""14/05/2026, 11:53:29"",""15/05/2026, 12:30:21""";;EVT-SYA9QNPF;TRUE,;TRUE,;14/05/2026, 11:53:29;15/05/2026, 12:30:21;13;18;23;46;;;0
"EVT-T6FMF14V,TRUE,FALSE,""14/05/2026, 17:29:12"",";;EVT-T6FMF14V;TRUE,;FALSE,;14/05/2026, 17:29:12;;13;18;24;47;;EVT-T6FMF14V;0
"EVT-T7JZQHG6,TRUE,TRUE,""15/05/2026, 15:01:10"",""15/05/2026, 15:01:34""";;EVT-T7JZQHG6;TRUE,;TRUE,;15/05/2026, 15:01:10;15/05/2026, 15:01:34;13;18;23;46;;;0
EVT-T82Z3XKH,FALSE,FALSE,,;;EVT-T82Z3XKH;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-TAGVBBBE,TRUE,TRUE,""14/05/2026, 17:52:14"",""16/05/2026, 13:31:50""";;EVT-TAGVBBBE;TRUE,;TRUE,;14/05/2026, 17:52:14;16/05/2026, 13:31:50;13;18;23;46;;;0
"EVT-TDGD3BLJ,TRUE,TRUE,""15/05/2026, 14:15:21"",""15/05/2026, 14:16:18""";;EVT-TDGD3BLJ;TRUE,;TRUE,;15/05/2026, 14:15:21;15/05/2026, 14:16:18;13;18;23;46;;;0
EVT-TL67BU78,FALSE,FALSE,,;;EVT-TL67BU78;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-TL9Q18FQ,FALSE,FALSE,,;;EVT-TL9Q18FQ;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-TPY0MF49,FALSE,FALSE,,;;EVT-TPY0MF49;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-TY3V03P1,FALSE,FALSE,,;;EVT-TY3V03P1;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-TZDA97QY,TRUE,FALSE,""14/05/2026, 17:29:42"",";;EVT-TZDA97QY;TRUE,;FALSE,;14/05/2026, 17:29:42;;13;18;24;47;;EVT-TZDA97QY;0
"EVT-U3RN51VU,TRUE,TRUE,""14/05/2026, 17:48:13"",""16/05/2026, 20:04:53""";;EVT-U3RN51VU;TRUE,;TRUE,;14/05/2026, 17:48:13;16/05/2026, 20:04:53;13;18;23;46;;;0
"EVT-U6XTWG7T,TRUE,TRUE,""14/05/2026, 17:32:25"",""15/05/2026, 21:09:51""";;EVT-U6XTWG7T;TRUE,;TRUE,;14/05/2026, 17:32:25;15/05/2026, 21:09:51;13;18;23;46;;;0
"EVT-UEZTEWAK,TRUE,TRUE,""14/05/2026, 17:42:36"",""15/05/2026, 13:25:11""";;EVT-UEZTEWAK;TRUE,;TRUE,;14/05/2026, 17:42:36;15/05/2026, 13:25:11;13;18;23;46;;;0
"EVT-UONJ2SL6,TRUE,TRUE,""16/05/2026, 12:21:10"",""16/05/2026, 13:29:47""";;EVT-UONJ2SL6;TRUE,;TRUE,;16/05/2026, 12:21:10;16/05/2026, 13:29:47;13;18;23;46;;;0
EVT-UQHHE7XQ,FALSE,FALSE,,;;EVT-UQHHE7XQ;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-UYAVK2A0,FALSE,FALSE,,;;EVT-UYAVK2A0;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-UZDXOQI4,FALSE,FALSE,,;;EVT-UZDXOQI4;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-V1ESAPXX,TRUE,TRUE,""14/05/2026, 17:50:38"",""16/05/2026, 20:05:00""";;EVT-V1ESAPXX;TRUE,;TRUE,;14/05/2026, 17:50:38;16/05/2026, 20:05:00;13;18;23;46;;;0
EVT-V4MJTVMG,FALSE,FALSE,,;;EVT-V4MJTVMG;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-V4YH4YOC,TRUE,TRUE,""14/05/2026, 11:53:23"",""15/05/2026, 12:47:58""";;EVT-V4YH4YOC;TRUE,;TRUE,;14/05/2026, 11:53:23;15/05/2026, 12:47:58;13;18;23;46;;;0
"EVT-V6E6NDNN,TRUE,FALSE,""14/05/2026, 17:29:06"",";;EVT-V6E6NDNN;TRUE,;FALSE,;14/05/2026, 17:29:06;;13;18;24;47;;EVT-V6E6NDNN;0
"EVT-V6ZGH7PG,TRUE,TRUE,""15/05/2026, 12:15:55"",""15/05/2026, 14:59:40""";;EVT-V6ZGH7PG;TRUE,;TRUE,;15/05/2026, 12:15:55;15/05/2026, 14:59:40;13;18;23;46;;;0
EVT-V7ADGWA9,FALSE,FALSE,,;;EVT-V7ADGWA9;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-V7AJR2P6,TRUE,TRUE,""14/05/2026, 17:52:11"",""16/05/2026, 13:32:22""";;EVT-V7AJR2P6;TRUE,;TRUE,;14/05/2026, 17:52:11;16/05/2026, 13:32:22;13;18;23;46;;;0
"EVT-V9JJRX15,TRUE,TRUE,""15/05/2026, 12:16:24"",""15/05/2026, 14:14:16""";;EVT-V9JJRX15;TRUE,;TRUE,;15/05/2026, 12:16:24;15/05/2026, 14:14:16;13;18;23;46;;;0
EVT-VAZRCJBH,FALSE,FALSE,,;;EVT-VAZRCJBH;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-VCCTTK9R,FALSE,FALSE,,;;EVT-VCCTTK9R;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-VDVMOYC1,FALSE,FALSE,,;;EVT-VDVMOYC1;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-VF8MFBZM,FALSE,FALSE,,;;EVT-VF8MFBZM;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-VIWDQI4F,TRUE,FALSE,""14/05/2026, 17:29:36"",";;EVT-VIWDQI4F;TRUE,;FALSE,;14/05/2026, 17:29:36;;13;18;24;47;;EVT-VIWDQI4F;0
"EVT-VJMPTVTE,TRUE,TRUE,""14/05/2026, 17:48:09"",""16/05/2026, 20:26:35""";;EVT-VJMPTVTE;TRUE,;TRUE,;14/05/2026, 17:48:09;16/05/2026, 20:26:35;13;18;23;46;;;0
"EVT-VKIHLDG6,TRUE,FALSE,""14/05/2026, 17:32:20"",";;EVT-VKIHLDG6;TRUE,;FALSE,;14/05/2026, 17:32:20;;13;18;24;47;;EVT-VKIHLDG6;0
"EVT-VKT4Q8L8,TRUE,TRUE,""14/05/2026, 17:42:32"",""15/05/2026, 13:25:18""";;EVT-VKT4Q8L8;TRUE,;TRUE,;14/05/2026, 17:42:32;15/05/2026, 13:25:18;13;18;23;46;;;0
"EVT-VMCTKHNJ,TRUE,TRUE,""16/05/2026, 12:21:04"",""16/05/2026, 13:29:53""";;EVT-VMCTKHNJ;TRUE,;TRUE,;16/05/2026, 12:21:04;16/05/2026, 13:29:53;13;18;23;46;;;0
EVT-VSJGPOIH,FALSE,FALSE,,;;EVT-VSJGPOIH;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-VTXF9MXJ,FALSE,FALSE,,;;EVT-VTXF9MXJ;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-VUT2MD14,FALSE,FALSE,,;;EVT-VUT2MD14;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-VUXSCCRC,TRUE,TRUE,""14/05/2026, 17:50:35"",""17/05/2026, 13:23:01""";;EVT-VUXSCCRC;TRUE,;TRUE,;14/05/2026, 17:50:35;17/05/2026, 13:23:01;13;18;23;46;;;0
"EVT-W1KBU59Y,TRUE,TRUE,""15/05/2026, 11:52:45"",""15/05/2026, 12:30:33""";;EVT-W1KBU59Y;TRUE,;TRUE,;15/05/2026, 11:52:45;15/05/2026, 12:30:33;13;18;23;46;;;0
"EVT-W2JRKHR6,TRUE,TRUE,""14/05/2026, 11:53:17"",""17/05/2026, 14:37:09""";;EVT-W2JRKHR6;TRUE,;TRUE,;14/05/2026, 11:53:17;17/05/2026, 14:37:09;13;18;23;46;;;0
"EVT-W486VB0T,TRUE,TRUE,""14/05/2026, 17:52:07"",""16/05/2026, 13:41:31""";;EVT-W486VB0T;TRUE,;TRUE,;14/05/2026, 17:52:07;16/05/2026, 13:41:31;13;18;23;46;;;0
"EVT-W4BDDM7W,TRUE,TRUE,""14/05/2026, 17:29:03"",""17/05/2026, 12:34:12""";;EVT-W4BDDM7W;TRUE,;TRUE,;14/05/2026, 17:29:03;17/05/2026, 12:34:12;13;18;23;46;;;0
"EVT-W8T5XVW7,TRUE,TRUE,""15/05/2026, 12:15:52"",""15/05/2026, 14:59:52""";;EVT-W8T5XVW7;TRUE,;TRUE,;15/05/2026, 12:15:52;15/05/2026, 14:59:52;13;18;23;46;;;0
EVT-W9VPBUUC,FALSE,FALSE,,;;EVT-W9VPBUUC;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-WAHWO5KS,TRUE,TRUE,""15/05/2026, 14:15:39"",""15/05/2026, 14:16:00""";;EVT-WAHWO5KS;TRUE,;TRUE,;15/05/2026, 14:15:39;15/05/2026, 14:16:00;13;18;23;46;;;0
EVT-WELC853D,FALSE,FALSE,,;;EVT-WELC853D;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-WFNUG4RK,FALSE,FALSE,,;;EVT-WFNUG4RK;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-WGO7F049,FALSE,FALSE,,;;EVT-WGO7F049;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-WIBD8BQC,FALSE,FALSE,,;;EVT-WIBD8BQC;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-WIS9MK5T,TRUE,FALSE,""14/05/2026, 17:29:32"",";;EVT-WIS9MK5T;TRUE,;FALSE,;14/05/2026, 17:29:32;;13;18;24;47;;EVT-WIS9MK5T;0
"EVT-WIVIGPY8,TRUE,TRUE,""14/05/2026, 17:48:06"",""16/05/2026, 20:25:35""";;EVT-WIVIGPY8;TRUE,;TRUE,;14/05/2026, 17:48:06;16/05/2026, 20:25:35;13;18;23;46;;;0
"EVT-WKQD7ET8,TRUE,TRUE,""14/05/2026, 17:32:16"",""17/05/2026, 12:01:24""";;EVT-WKQD7ET8;TRUE,;TRUE,;14/05/2026, 17:32:16;17/05/2026, 12:01:24;13;18;23;46;;;0
"EVT-WLSI65M9,TRUE,TRUE,""14/05/2026, 17:42:28"",""16/05/2026, 14:08:39""";;EVT-WLSI65M9;TRUE,;TRUE,;14/05/2026, 17:42:28;16/05/2026, 14:08:39;13;18;23;46;;;0
"EVT-WLXPMJ28,TRUE,TRUE,""16/05/2026, 12:20:56"",""16/05/2026, 13:30:00""";;EVT-WLXPMJ28;TRUE,;TRUE,;16/05/2026, 12:20:56;16/05/2026, 13:30:00;13;18;23;46;;;0
EVT-WM5RC1CW,FALSE,FALSE,,;;EVT-WM5RC1CW;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-WOD9DRH6,TRUE,TRUE,""17/05/2026, 12:55:19"",""17/05/2026, 12:55:28""";;EVT-WOD9DRH6;TRUE,;TRUE,;17/05/2026, 12:55:19;17/05/2026, 12:55:28;13;18;23;46;;;0
EVT-WOYUWSAZ,FALSE,FALSE,,;;EVT-WOYUWSAZ;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-WPNQ8J5B,TRUE,FALSE,""14/05/2026, 17:50:31"",";;EVT-WPNQ8J5B;TRUE,;FALSE,;14/05/2026, 17:50:31;;13;18;24;47;;EVT-WPNQ8J5B;0
"EVT-WPQ1D5V9,TRUE,TRUE,""15/05/2026, 11:52:42"",""15/05/2026, 12:30:38""";;EVT-WPQ1D5V9;TRUE,;TRUE,;15/05/2026, 11:52:42;15/05/2026, 12:30:38;13;18;23;46;;;0
"EVT-WQW205QB,TRUE,TRUE,""14/05/2026, 11:53:12"",""17/05/2026, 14:30:27""";;EVT-WQW205QB;TRUE,;TRUE,;14/05/2026, 11:53:12;17/05/2026, 14:30:27;13;18;23;46;;;0
"EVT-WTNVJCPM,TRUE,TRUE,""14/05/2026, 17:28:52"",""17/05/2026, 12:05:08""";;EVT-WTNVJCPM;TRUE,;TRUE,;14/05/2026, 17:28:52;17/05/2026, 12:05:08;13;18;23;46;;;0
EVT-WU05JKCD,FALSE,FALSE,,;;EVT-WU05JKCD;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-WVBZ1RBQ,FALSE,FALSE,,;;EVT-WVBZ1RBQ;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-WX1NVQXC,TRUE,TRUE,""14/05/2026, 17:52:03"",""16/05/2026, 13:37:44""";;EVT-WX1NVQXC;TRUE,;TRUE,;14/05/2026, 17:52:03;16/05/2026, 13:37:44;13;18;23;46;;;0
"EVT-X10X9A25,TRUE,TRUE,""17/05/2026, 13:43:14"",""17/05/2026, 13:43:27""";;EVT-X10X9A25;TRUE,;TRUE,;17/05/2026, 13:43:14;17/05/2026, 13:43:27;13;18;23;46;;;0
EVT-X638FJBU,FALSE,FALSE,,;;EVT-X638FJBU;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-X7L9OZX3,TRUE,TRUE,""15/05/2026, 14:15:36"",""15/05/2026, 14:16:05""";;EVT-X7L9OZX3;TRUE,;TRUE,;15/05/2026, 14:15:36;15/05/2026, 14:16:05;13;18;23;46;;;0
EVT-X8WD2UMV,FALSE,FALSE,,;;EVT-X8WD2UMV;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-XHKC6VWN,FALSE,FALSE,,;;EVT-XHKC6VWN;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-XQQ63AG2,TRUE,FALSE,""14/05/2026, 17:29:28"",";;EVT-XQQ63AG2;TRUE,;FALSE,;14/05/2026, 17:29:28;;13;18;24;47;;EVT-XQQ63AG2;0
"EVT-XRXEMSVR,TRUE,TRUE,""14/05/2026, 17:48:01"",""16/05/2026, 20:05:09""";;EVT-XRXEMSVR;TRUE,;TRUE,;14/05/2026, 17:48:01;16/05/2026, 20:05:09;13;18;23;46;;;0
"EVT-XSNJT6FD,TRUE,TRUE,""14/05/2026, 17:32:12"",""15/05/2026, 21:09:24""";;EVT-XSNJT6FD;TRUE,;TRUE,;14/05/2026, 17:32:12;15/05/2026, 21:09:24;13;18;23;46;;;0
"EVT-XYPRTDHB,TRUE,TRUE,""14/05/2026, 17:42:24"",""16/05/2026, 14:08:32""";;EVT-XYPRTDHB;TRUE,;TRUE,;14/05/2026, 17:42:24;16/05/2026, 14:08:32;13;18;23;46;;;0
"EVT-Y2Q1XF5V,TRUE,TRUE,""16/05/2026, 12:17:59"",""16/05/2026, 12:23:01""";;EVT-Y2Q1XF5V;TRUE,;TRUE,;16/05/2026, 12:17:59;16/05/2026, 12:23:01;13;18;23;46;;;0
EVT-Y8IJPN1V,FALSE,FALSE,,;;EVT-Y8IJPN1V;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-YB11IY0T,TRUE,TRUE,""17/05/2026, 12:57:47"",""17/05/2026, 12:59:08""";;EVT-YB11IY0T;TRUE,;TRUE,;17/05/2026, 12:57:47;17/05/2026, 12:59:08;13;18;23;46;;;0
EVT-YDCA6MQY,FALSE,FALSE,,;;EVT-YDCA6MQY;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-YIGFJHCO,TRUE,FALSE,""14/05/2026, 17:50:28"",";;EVT-YIGFJHCO;TRUE,;FALSE,;14/05/2026, 17:50:28;;13;18;24;47;;EVT-YIGFJHCO;0
"EVT-YIQ3O1CC,TRUE,TRUE,""15/05/2026, 15:01:07"",""15/05/2026, 15:01:44""";;EVT-YIQ3O1CC;TRUE,;TRUE,;15/05/2026, 15:01:07;15/05/2026, 15:01:44;13;18;23;46;;;0
"EVT-YJ7WBNHI,TRUE,TRUE,""14/05/2026, 11:53:07"",""15/05/2026, 12:30:27""";;EVT-YJ7WBNHI;TRUE,;TRUE,;14/05/2026, 11:53:07;15/05/2026, 12:30:27;13;18;23;46;;;0
"EVT-YJY451UB,TRUE,TRUE,""14/05/2026, 17:28:48"",""17/05/2026, 12:01:14""";;EVT-YJY451UB;TRUE,;TRUE,;14/05/2026, 17:28:48;17/05/2026, 12:01:14;13;18;23;46;;;0
EVT-YKB8V0MY,FALSE,FALSE,,;;EVT-YKB8V0MY;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-YODSDY0B,FALSE,FALSE,,;;EVT-YODSDY0B;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-YTF1G7LB,TRUE,TRUE,""14/05/2026, 17:51:59"",""16/05/2026, 13:45:59""";;EVT-YTF1G7LB;TRUE,;TRUE,;14/05/2026, 17:51:59;16/05/2026, 13:45:59;13;18;23;46;;;0
"EVT-YW910P8W,TRUE,TRUE,""15/05/2026, 14:15:13"",""15/05/2026, 14:16:25""";;EVT-YW910P8W;TRUE,;TRUE,;15/05/2026, 14:15:13;15/05/2026, 14:16:25;13;18;23;46;;;0
EVT-YWL8NAG5,FALSE,FALSE,,;;EVT-YWL8NAG5;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-YXPYM8S2,TRUE,TRUE,""17/05/2026, 13:43:05"",""17/05/2026, 13:43:37""";;EVT-YXPYM8S2;TRUE,;TRUE,;17/05/2026, 13:43:05;17/05/2026, 13:43:37;13;18;23;46;;;0
EVT-YXZEZG81,FALSE,FALSE,,;;EVT-YXZEZG81;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-Z0ATDIJA,FALSE,FALSE,,;;EVT-Z0ATDIJA;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-Z0VXMVTC,FALSE,FALSE,,;;EVT-Z0VXMVTC;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-Z1YO0ZKV,TRUE,TRUE,""14/05/2026, 17:47:57"",""16/05/2026, 20:04:29""";;EVT-Z1YO0ZKV;TRUE,;TRUE,;14/05/2026, 17:47:57;16/05/2026, 20:04:29;13;18;23;46;;;0
"EVT-Z29XCNG9,TRUE,FALSE,""14/05/2026, 17:42:21"",";;EVT-Z29XCNG9;TRUE,;FALSE,;14/05/2026, 17:42:21;;13;18;24;47;;EVT-Z29XCNG9;0
"EVT-Z41WCBLB,TRUE,TRUE,""16/05/2026, 12:17:55"",""17/05/2026, 12:35:36""";;EVT-Z41WCBLB;TRUE,;TRUE,;16/05/2026, 12:17:55;17/05/2026, 12:35:36;13;18;23;46;;;0
"EVT-Z5DAS9ZF,TRUE,TRUE,""14/05/2026, 17:32:08"",""15/05/2026, 21:09:39""";;EVT-Z5DAS9ZF;TRUE,;TRUE,;14/05/2026, 17:32:08;15/05/2026, 21:09:39;13;18;23;46;;;0
EVT-Z725RTQJ,FALSE,FALSE,,;;EVT-Z725RTQJ;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-ZBDFZ60V,FALSE,FALSE,,;;EVT-ZBDFZ60V;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
EVT-ZCFPI120,FALSE,FALSE,,;;EVT-ZCFPI120;FALSE,;FALSE,;;#VALOR!;13;19;25;#VALOR!;;#VALOR!;1
"EVT-ZFS6G2F7,TRUE,FALSE,""16/05/2026, 12:10:53"",";;EVT-ZFS6G2F7;TRUE,;FALSE,;16/05/2026, 12:10:53;;13;18;24;47;;EVT-ZFS6G2F7;0
"EVT-ZHBPE15O,TRUE,TRUE,""15/05/2026, 11:52:38"",""15/05/2026, 14:59:27""";;EVT-ZHBPE15O;TRUE,;TRUE,;15/05/2026, 11:52:38;15/05/2026, 14:59:27;13;18;23;46;;;0
"EVT-ZKSAJLDV,TRUE,TRUE,""14/05/2026, 11:53:01"",""15/05/2026, 12:30:06""";;EVT-ZKSAJLDV;TRUE,;TRUE,;14/05/2026, 11:53:01;15/05/2026, 12:30:06;13;18;23;46;;;0
"EVT-ZODP966A,TRUE,FALSE,""14/05/2026, 17:28:44"",";;EVT-ZODP966A;TRUE,;FALSE,;14/05/2026, 17:28:44;;13;18;24;47;;EVT-ZODP966A;0
"EVT-ZX2HX0S1,TRUE,TRUE,""14/05/2026, 17:51:55"",""16/05/2026, 13:31:31""";;EVT-ZX2HX0S1;TRUE,;TRUE,;14/05/2026, 17:51:55;16/05/2026, 13:31:31;13;18;23;46;;;0
;;;;;;;;;;;;;198
